lag_1,lag_2,lag_4,lag_8,rolling_mean_4,rolling_mean_8,week_number,month,quarter,season,actual_demand,forecast_demand,store_id,sku_id,stock_on_hand,reorder_point,safety_stock,stockout_gap,overstock_gap,stockout_risk,overstock_risk,risk_type,risk_severity,priority,action,unit_price,cost_price,stockout_units_at_risk,overstock_units_at_risk,sales_at_risk_rupees,locked_capital_rupees,rupee_value_at_stake
1.0,2.0,1.0,1.0,1.25,1.375,35,8,3,Summer,4,3.3275,ST29,SKU04198,0.0,0.0,0.0,3.3275,-3.3275,True,False,Stockout,3.3275,Low,Reorder Now,122.84,93.56,3.3275,0.0,408.75010000000003,0.0,408.75010000000003
4.0,1.0,1.0,2.0,2.0,1.75,41,10,4,Autumn,2,2.9,ST14,SKU02450,0.0,0.0,0.0,2.9,-2.9,True,False,Stockout,2.9,Low,Reorder Now,252.84,165.92,2.9,0.0,733.236,0.0,733.236
2.0,4.0,2.0,2.0,2.25,1.75,48,11,4,Autumn,8,2.1766666666666667,ST14,SKU04321,0.0,0.0,0.0,2.1766666666666667,-2.1766666666666667,True,False,Stockout,2.1766666666666667,Low,Reorder Now,961.3,658.32,2.1766666666666667,0.0,2092.4296666666664,0.0,2092.4296666666664
2.0,3.0,4.0,9.0,2.75,3.125,14,4,2,Spring,2,2.86,ST20,SKU02141,0.0,0.0,0.0,2.86,-2.86,True,False,Stockout,2.86,Low,Reorder Now,471.88,351.16,2.86,0.0,1349.5767999999998,0.0,1349.5767999999998
2.0,2.0,2.0,1.0,2.25,2.25,15,4,2,Spring,7,2.57,ST20,SKU04551,0.0,0.0,0.0,2.57,-2.57,True,False,Stockout,2.57,Low,Reorder Now,2498.23,1452.98,2.57,0.0,6420.451099999999,0.0,6420.451099999999
7.0,2.0,3.0,2.0,3.5,3.0,19,5,2,Spring,3,2.72,ST16,SKU02594,0.0,0.0,0.0,2.72,-2.72,True,False,Stockout,2.72,Low,Reorder Now,71.91,44.0,2.72,0.0,195.5952,0.0,195.5952
3.0,7.0,2.0,2.0,3.5,3.125,21,5,2,Spring,4,2.46,ST04,SKU03573,0.0,0.0,0.0,2.46,-2.46,True,False,Stockout,2.46,Low,Reorder Now,1738.69,1275.47,2.46,0.0,4277.1774000000005,0.0,4277.1774000000005
4.0,3.0,2.0,4.0,4.0,3.375,23,6,2,Summer,5,3.4,ST04,SKU01866,0.0,0.0,0.0,3.4,-3.4,True,False,Stockout,3.4,Low,Reorder Now,264.81,205.72,3.4,0.0,900.3539999999999,0.0,900.3539999999999
5.0,4.0,7.0,2.0,4.75,3.5,24,6,2,Summer,5,2.69,ST04,SKU04134,0.0,0.0,0.0,2.69,-2.69,True,False,Stockout,2.69,Low,Reorder Now,394.74,242.16,2.69,0.0,1061.8506,0.0,1061.8506
5.0,5.0,3.0,3.0,4.25,3.875,26,6,2,Summer,2,4.53,ST04,SKU04321,0.0,24.0,7.0,-2.4699999999999998,-4.53,True,False,Stockout,2.4699999999999998,Low,Reorder Now,961.3,658.32,0.0,0.0,0.0,0.0,0.0
2.0,5.0,4.0,2.0,4.0,3.75,27,7,3,Summer,8,3.39,ST04,SKU01914,0.0,0.0,0.0,3.39,-3.39,True,False,Stockout,3.39,Low,Reorder Now,1531.95,871.36,3.39,0.0,5193.3105000000005,0.0,5193.3105000000005
8.0,2.0,5.0,2.0,5.0,4.5,28,7,3,Summer,10,4.45,ST20,SKU00007,0.0,0.0,0.0,4.45,-4.45,True,False,Stockout,4.45,Low,Reorder Now,129.75,78.97,4.45,0.0,577.3875,0.0,577.3875
10.0,8.0,5.0,7.0,6.25,5.5,29,7,3,Summer,5,6.57,ST20,SKU03232,0.0,0.0,0.0,6.57,-6.57,True,False,Stockout,6.57,Low,Reorder Now,2223.84,1462.03,6.57,0.0,14610.628800000002,0.0,14610.628800000002
5.0,10.0,2.0,3.0,6.25,5.25,31,8,3,Summer,3,5.42,ST30,SKU02004,0.0,0.0,0.0,5.42,-5.42,True,False,Stockout,5.42,Low,Reorder Now,925.67,551.39,5.42,0.0,5017.131399999999,0.0,5017.131399999999
3.0,5.0,8.0,4.0,6.5,5.25,32,8,3,Summer,3,5.58,ST02,SKU00994,0.0,0.0,0.0,5.58,-5.58,True,False,Stockout,5.58,Low,Reorder Now,602.13,395.46,5.58,0.0,3359.8854,0.0,3359.8854
3.0,3.0,10.0,5.0,5.25,5.125,33,8,3,Summer,2,4.89,ST11,SKU04321,0.0,96.0,33.0,-28.11,-4.89,True,False,Stockout,28.11,Medium,Reorder Now,961.3,658.32,0.0,0.0,0.0,0.0,0.0
2.0,3.0,5.0,5.0,3.25,4.75,36,9,3,Autumn,1,3.95,ST09,SKU01727,0.0,0.0,0.0,3.95,-3.95,True,False,Stockout,3.95,Low,Reorder Now,108.74,73.21,3.95,0.0,429.523,0.0,429.523
1.0,2.0,3.0,2.0,2.25,4.25,42,10,4,Autumn,2,3.51,ST08,SKU03299,0.0,0.0,0.0,3.51,-3.51,True,False,Stockout,3.51,Low,Reorder Now,1035.55,607.81,3.51,0.0,3634.7804999999994,0.0,3634.7804999999994
2.0,1.0,3.0,8.0,2.0,4.25,44,11,4,Autumn,4,4.67,ST08,SKU04321,0.0,0.0,0.0,4.67,-4.67,True,False,Stockout,4.67,Low,Reorder Now,961.3,658.32,4.67,0.0,4489.271,0.0,4489.271
4.0,2.0,2.0,10.0,2.25,3.75,51,12,4,Winter,3,4.64,ST11,SKU01907,0.0,0.0,0.0,4.64,-4.64,True,False,Stockout,4.64,Low,Reorder Now,1736.27,1302.99,4.64,0.0,8056.292799999999,0.0,8056.292799999999
3.0,4.0,1.0,5.0,2.5,2.875,52,12,4,Winter,2,2.5,ST22,SKU01843,0.0,0.0,0.0,2.5,-2.5,True,False,Stockout,2.5,Low,Reorder Now,407.44,297.18,2.5,0.0,1018.6,0.0,1018.6
2.0,3.0,2.0,3.0,2.75,2.5,3,1,1,Winter,5,1.76,ST26,SKU04408,0.0,0.0,0.0,1.76,-1.76,True,False,Stockout,1.76,Low,Reorder Now,667.56,528.25,1.76,0.0,1174.9055999999998,0.0,1174.9055999999998
5.0,2.0,4.0,3.0,3.5,2.75,6,2,1,Winter,5,2.79,ST07,SKU03292,0.0,0.0,0.0,2.79,-2.79,True,False,Stockout,2.79,Low,Reorder Now,164.03,112.68,2.79,0.0,457.6437,0.0,457.6437
5.0,5.0,3.0,2.0,3.75,3.0,8,2,1,Winter,3,4.03,ST07,SKU02559,0.0,0.0,0.0,4.03,-4.03,True,False,Stockout,4.03,Low,Reorder Now,2266.71,1613.51,4.03,0.0,9134.8413,0.0,9134.8413
3.0,5.0,2.0,1.0,3.75,3.125,9,2,1,Winter,3,2.62,ST22,SKU00729,0.0,0.0,0.0,2.62,-2.62,True,False,Stockout,2.62,Low,Reorder Now,242.64,168.98,2.62,0.0,635.7168,0.0,635.7168
3.0,3.0,5.0,2.0,4.0,3.375,10,3,1,Spring,3,3.17,ST22,SKU02478,0.0,0.0,0.0,3.17,-3.17,True,False,Stockout,3.17,Low,Reorder Now,74.15,48.89,3.17,0.0,235.05550000000002,0.0,235.05550000000002
3.0,3.0,5.0,4.0,3.5,3.5,13,3,1,Spring,1,3.54,ST19,SKU02068,0.0,37.0,14.0,-10.46,-3.54,True,False,Stockout,10.46,Medium,Reorder Now,249.89,149.93,0.0,0.0,0.0,0.0,0.0
1.0,3.0,3.0,3.0,2.5,3.125,17,4,2,Spring,1,3.5,ST19,SKU04876,0.0,0.0,0.0,3.5,-3.5,True,False,Stockout,3.5,Low,Reorder Now,66.28,51.68,3.5,0.0,231.98000000000002,0.0,231.98000000000002
1.0,1.0,3.0,2.0,2.0,2.875,22,5,2,Spring,1,2.41,ST19,SKU02432,0.0,0.0,0.0,2.41,-2.41,True,False,Stockout,2.41,Low,Reorder Now,326.45,208.19,2.41,0.0,786.7445,0.0,786.7445
1.0,1.0,3.0,5.0,1.5,2.75,23,6,2,Summer,1,1.93,ST24,SKU01740,0.0,0.0,0.0,1.93,-1.93,True,False,Stockout,1.93,Low,Reorder Now,535.95,324.61,1.93,0.0,1034.3835000000001,0.0,1034.3835000000001
1.0,1.0,1.0,5.0,1.0,2.25,24,6,2,Summer,8,1.85,ST14,SKU00166,0.0,0.0,0.0,1.85,-1.85,True,False,Stockout,1.85,Low,Reorder Now,830.77,621.98,1.85,0.0,1536.9245,0.0,1536.9245
8.0,1.0,1.0,3.0,2.75,2.625,26,6,2,Summer,1,2.67,ST14,SKU03972,0.0,0.0,0.0,2.67,-2.67,True,False,Stockout,2.67,Low,Reorder Now,257.16,165.77,2.67,0.0,686.6172,0.0,686.6172
1.0,8.0,1.0,3.0,2.75,2.375,29,7,3,Summer,1,3.77,ST21,SKU01447,0.0,0.0,0.0,3.77,-3.77,True,False,Stockout,3.77,Low,Reorder Now,1121.92,659.37,3.77,0.0,4229.638400000001,0.0,4229.638400000001
1.0,1.0,1.0,3.0,2.75,2.125,33,8,3,Summer,2,3.28,ST27,SKU03061,0.0,0.0,0.0,3.28,-3.28,True,False,Stockout,3.28,Low,Reorder Now,234.65,167.42,3.28,0.0,769.6519999999999,0.0,769.6519999999999
2.0,1.0,8.0,1.0,3.0,2.0,35,8,3,Summer,3,3.38,ST27,SKU04524,0.0,0.0,0.0,3.38,-3.38,True,False,Stockout,3.38,Low,Reorder Now,1741.19,1147.23,3.38,0.0,5885.2222,0.0,5885.2222
3.0,2.0,1.0,1.0,1.75,2.25,37,9,3,Autumn,1,1.245,ST09,SKU04596,0.0,0.0,0.0,1.245,-1.245,True,False,Stockout,1.245,Low,Reorder Now,335.55,242.79,1.245,0.0,417.75975000000005,0.0,417.75975000000005
1.0,3.0,1.0,1.0,1.75,2.25,40,10,4,Autumn,2,1.92,ST09,SKU04805,0.0,0.0,0.0,1.92,-1.92,True,False,Stockout,1.92,Low,Reorder Now,136.32,82.81,1.92,0.0,261.7344,0.0,261.7344
2.0,1.0,2.0,1.0,2.0,2.375,41,10,4,Autumn,3,2.4183333333333334,ST09,SKU03730,0.0,0.0,0.0,2.4183333333333334,-2.4183333333333334,True,False,Stockout,2.4183333333333334,Low,Reorder Now,223.49,160.68,2.4183333333333334,0.0,540.4733166666667,0.0,540.4733166666667
3.0,2.0,3.0,8.0,2.25,2.625,43,10,4,Autumn,3,2.285,ST16,SKU02368,0.0,0.0,0.0,2.285,-2.285,True,False,Stockout,2.285,Low,Reorder Now,849.39,651.22,2.285,0.0,1940.85615,0.0,1940.85615
3.0,3.0,1.0,1.0,2.25,2.0,46,11,4,Autumn,2,1.61,ST16,SKU04321,0.0,0.0,0.0,1.61,-1.61,True,False,Stockout,1.61,Low,Reorder Now,961.3,658.32,1.61,0.0,1547.693,0.0,1547.693
2.0,3.0,2.0,1.0,2.5,2.125,48,11,4,Autumn,4,3.08,ST30,SKU00365,0.0,0.0,0.0,3.08,-3.08,True,False,Stockout,3.08,Low,Reorder Now,78.0,61.69,3.08,0.0,240.24,0.0,240.24
4.0,2.0,3.0,2.0,3.0,2.5,49,12,4,Winter,1,2.705,ST30,SKU04059,0.0,0.0,0.0,2.705,-2.705,True,False,Stockout,2.705,Low,Reorder Now,111.8,82.34,2.705,0.0,302.419,0.0,302.419
1.0,4.0,3.0,3.0,2.5,2.375,50,12,4,Winter,3,1.79,ST30,SKU01371,0.0,0.0,0.0,1.79,-1.79,True,False,Stockout,1.79,Low,Reorder Now,1277.61,907.68,1.79,0.0,2286.9219,0.0,2286.9219
3.0,1.0,2.0,1.0,2.5,2.375,52,12,4,Winter,3,2.3266666666666667,ST20,SKU03130,112.0,59.0,18.0,-127.67333333333333,109.67333333333333,False,True,Overstock,109.67333333333333,High,Markdown/Clear,4194.16,2504.6,0.0,109.67333333333333,0.0,274687.8306666667,274687.8306666667
3.0,3.0,4.0,2.0,2.75,2.625,2,1,1,Winter,3,2.19,ST20,SKU00555,0.0,0.0,0.0,2.19,-2.19,True,False,Stockout,2.19,Low,Reorder Now,77.66,46.22,2.19,0.0,170.0754,0.0,170.0754
3.0,3.0,1.0,3.0,2.5,2.75,3,1,1,Winter,2,1.88,ST20,SKU00793,0.0,0.0,0.0,1.88,-1.88,True,False,Stockout,1.88,Low,Reorder Now,1050.17,742.55,1.88,0.0,1974.3196,0.0,1974.3196
2.0,3.0,3.0,3.0,2.75,2.625,6,2,1,Winter,2,2.16,ST20,SKU04445,0.0,0.0,0.0,2.16,-2.16,True,False,Stockout,2.16,Low,Reorder Now,975.78,603.63,2.16,0.0,2107.6848,0.0,2107.6848
2.0,2.0,3.0,2.0,2.5,2.5,8,2,1,Winter,1,2.41,ST30,SKU01184,0.0,0.0,0.0,2.41,-2.41,True,False,Stockout,2.41,Low,Reorder Now,891.4,587.09,2.41,0.0,2148.274,0.0,2148.274
1.0,2.0,3.0,4.0,2.0,2.375,9,2,1,Winter,2,1.76,ST03,SKU04305,0.0,0.0,0.0,1.76,-1.76,True,False,Stockout,1.76,Low,Reorder Now,782.22,522.72,1.76,0.0,1376.7072,0.0,1376.7072
2.0,1.0,2.0,1.0,1.75,2.125,10,3,1,Spring,4,1.6380000000000001,ST30,SKU03546,0.0,0.0,0.0,1.6380000000000001,-1.6380000000000001,True,False,Stockout,1.6380000000000001,Low,Reorder Now,496.17,310.3,1.6380000000000001,0.0,812.7264600000001,0.0,812.7264600000001
4.0,2.0,2.0,3.0,2.25,2.5,13,3,1,Spring,6,3.14,ST30,SKU03423,0.0,0.0,0.0,3.14,-3.14,True,False,Stockout,3.14,Low,Reorder Now,387.84,281.3,3.14,0.0,1217.8175999999999,0.0,1217.8175999999999
6.0,4.0,1.0,3.0,3.25,2.875,14,4,2,Spring,1,2.57,ST30,SKU04550,0.0,0.0,0.0,2.57,-2.57,True,False,Stockout,2.57,Low,Reorder Now,155.92,120.35,2.57,0.0,400.71439999999996,0.0,400.71439999999996
1.0,6.0,2.0,3.0,3.25,2.625,15,4,2,Spring,3,2.47,ST24,SKU01752,0.0,0.0,0.0,2.47,-2.47,True,False,Stockout,2.47,Low,Reorder Now,459.19,324.17,2.47,0.0,1134.1993,0.0,1134.1993
3.0,1.0,4.0,2.0,3.5,2.625,16,4,2,Spring,1,2.35,ST06,SKU03196,0.0,0.0,0.0,2.35,-2.35,True,False,Stockout,2.35,Low,Reorder Now,837.3,638.93,2.35,0.0,1967.655,0.0,1967.655
1.0,3.0,6.0,2.0,2.75,2.5,20,5,2,Spring,1,2.05,ST03,SKU00206,0.0,0.0,0.0,2.05,-2.05,True,False,Stockout,2.05,Low,Reorder Now,217.76,167.56,2.05,0.0,446.40799999999996,0.0,446.40799999999996
1.0,1.0,1.0,1.0,1.5,2.375,21,5,2,Spring,2,1.94,ST01,SKU04262,0.0,0.0,0.0,1.94,-1.94,True,False,Stockout,1.94,Low,Reorder Now,726.24,419.63,1.94,0.0,1408.9056,0.0,1408.9056
2.0,1.0,3.0,2.0,1.75,2.5,22,5,2,Spring,2,2.44,ST01,SKU02219,32.0,48.0,24.0,-53.56,29.56,False,False,No Risk,0.0,Low,Healthy,164.19,118.72,0.0,29.56,0.0,3509.3632,3509.3632
2.0,2.0,1.0,4.0,1.5,2.5,27,7,3,Summer,1,1.72,ST01,SKU02769,0.0,0.0,0.0,1.72,-1.72,True,False,Stockout,1.72,Low,Reorder Now,725.22,489.23,1.72,0.0,1247.3784,0.0,1247.3784
1.0,2.0,1.0,6.0,1.5,2.125,30,7,3,Summer,1,4.0,ST01,SKU04596,0.0,0.0,0.0,4.0,-4.0,True,False,Stockout,4.0,Low,Reorder Now,335.55,242.79,4.0,0.0,1342.2,0.0,1342.2
1.0,1.0,2.0,1.0,1.5,1.5,31,7,3,Summer,5,2.001,ST19,SKU00353,14.0,45.0,22.0,-33.999,11.999,True,False,Stockout,33.999,Medium,Reorder Now,69.57,41.01,0.0,11.999,0.0,492.07899,492.07899
5.0,1.0,2.0,3.0,2.25,2.0,32,8,3,Summer,5,2.02,ST07,SKU02965,0.0,0.0,0.0,2.02,-2.02,True,False,Stockout,2.02,Low,Reorder Now,150.68,104.72,2.02,0.0,304.3736,0.0,304.3736
5.0,5.0,1.0,1.0,3.0,2.25,34,8,3,Summer,11,2.7233333333333336,ST27,SKU04326,0.0,0.0,0.0,2.7233333333333336,-2.7233333333333336,True,False,Stockout,2.7233333333333336,Low,Reorder Now,165.63,119.46,2.7233333333333336,0.0,451.06570000000005,0.0,451.06570000000005
11.0,5.0,1.0,1.0,5.5,3.5,36,9,3,Autumn,1,5.68,ST27,SKU01433,361.0,77.0,19.0,-374.32,355.32,False,True,Overstock,355.32,High,Markdown/Clear,794.12,461.8,0.0,355.32,0.0,164086.776,164086.776
1.0,11.0,5.0,2.0,5.5,3.5,39,9,3,Autumn,1,3.3,ST27,SKU02457,0.0,0.0,0.0,3.3,-3.3,True,False,Stockout,3.3,Low,Reorder Now,822.17,631.31,3.3,0.0,2713.1609999999996,0.0,2713.1609999999996
1.0,1.0,5.0,2.0,4.5,3.375,41,10,4,Autumn,3,4.46,ST27,SKU02050,0.0,0.0,0.0,4.46,-4.46,True,False,Stockout,4.46,Low,Reorder Now,90.73,60.97,4.46,0.0,404.6558,0.0,404.6558
3.0,1.0,11.0,1.0,4.0,3.5,42,10,4,Autumn,1,4.81,ST22,SKU02066,0.0,0.0,0.0,4.81,-4.81,True,False,Stockout,4.81,Low,Reorder Now,289.66,202.68,4.81,0.0,1393.2646,0.0,1393.2646
1.0,3.0,1.0,1.0,1.5,3.5,45,11,4,Autumn,1,3.96,ST03,SKU04596,0.0,0.0,0.0,3.96,-3.96,True,False,Stockout,3.96,Low,Reorder Now,335.55,242.79,3.96,0.0,1328.778,0.0,1328.778
1.0,1.0,1.0,5.0,1.5,3.5,46,11,4,Autumn,3,3.13,ST03,SKU02417,0.0,0.0,0.0,3.13,-3.13,True,False,Stockout,3.13,Low,Reorder Now,1108.44,844.05,3.13,0.0,3469.4172,0.0,3469.4172
3.0,1.0,3.0,5.0,2.0,3.25,48,11,4,Autumn,3,3.6,ST02,SKU01453,0.0,0.0,0.0,3.6,-3.6,True,False,Stockout,3.6,Low,Reorder Now,1258.86,1004.68,3.6,0.0,4531.896,0.0,4531.896
3.0,3.0,1.0,11.0,2.0,3.0,50,12,4,Winter,3,4.91,ST26,SKU03399,0.0,0.0,0.0,4.91,-4.91,True,False,Stockout,4.91,Low,Reorder Now,159.0,123.46,4.91,0.0,780.69,0.0,780.69
3.0,3.0,1.0,1.0,2.5,2.0,51,12,4,Winter,1,1.685,ST26,SKU01255,82.0,86.0,21.0,-101.315,80.315,False,False,No Risk,0.0,Low,Healthy,182.77,123.6,0.0,80.315,0.0,9926.934,9926.934
1.0,3.0,3.0,1.0,2.5,2.0,52,12,4,Winter,6,1.545,ST28,SKU00971,0.0,0.0,0.0,1.545,-1.545,True,False,Stockout,1.545,Low,Reorder Now,168.09,127.42,1.545,0.0,259.69905,0.0,259.69905
6.0,1.0,3.0,3.0,3.25,2.625,1,12,4,Winter,5,2.6,ST28,SKU01414,0.0,60.0,19.0,-16.4,-2.6,True,False,Stockout,16.4,Medium,Reorder Now,193.44,136.08,0.0,0.0,0.0,0.0,0.0
5.0,6.0,3.0,1.0,3.75,2.875,2,1,1,Winter,1,2.4,ST27,SKU04541,0.0,0.0,0.0,2.4,-2.4,True,False,Stockout,2.4,Low,Reorder Now,91.46,63.57,2.4,0.0,219.504,0.0,219.504
1.0,5.0,1.0,1.0,3.25,2.875,3,1,1,Winter,1,2.77,ST29,SKU03030,0.0,0.0,0.0,2.77,-2.77,True,False,Stockout,2.77,Low,Reorder Now,108.63,63.46,2.77,0.0,300.9051,0.0,300.9051
1.0,1.0,6.0,3.0,3.25,2.875,4,1,1,Winter,1,2.26,ST29,SKU04060,0.0,0.0,0.0,2.26,-2.26,True,False,Stockout,2.26,Low,Reorder Now,983.88,584.6,2.26,0.0,2223.5687999999996,0.0,2223.5687999999996
1.0,1.0,5.0,3.0,2.0,2.625,5,1,1,Winter,7,2.21,ST29,SKU00190,0.0,58.0,19.0,-16.79,-2.21,True,False,Stockout,16.79,Medium,Reorder Now,145.42,84.74,0.0,0.0,0.0,0.0,0.0
7.0,1.0,1.0,3.0,2.5,3.125,8,2,1,Winter,4,4.18,ST26,SKU01071,0.0,0.0,0.0,4.18,-4.18,True,False,Stockout,4.18,Low,Reorder Now,673.91,487.51,4.18,0.0,2816.9437999999996,0.0,2816.9437999999996
4.0,7.0,1.0,1.0,3.25,3.25,10,3,1,Spring,3,3.02,ST24,SKU00030,0.0,0.0,0.0,3.02,-3.02,True,False,Stockout,3.02,Low,Reorder Now,402.34,283.65,3.02,0.0,1215.0667999999998,0.0,1215.0667999999998
3.0,4.0,1.0,6.0,3.75,3.5,13,3,1,Spring,4,2.52,ST23,SKU03389,0.0,0.0,0.0,2.52,-2.52,True,False,Stockout,2.52,Low,Reorder Now,580.11,426.02,2.52,0.0,1461.8772000000001,0.0,1461.8772000000001
4.0,3.0,7.0,5.0,4.5,3.25,16,4,2,Spring,1,3.22,ST23,SKU03319,0.0,0.0,0.0,3.22,-3.22,True,False,Stockout,3.22,Low,Reorder Now,397.04,245.81,3.22,0.0,1278.4688,0.0,1278.4688
1.0,4.0,4.0,1.0,3.0,2.75,19,5,2,Spring,3,2.68,ST23,SKU04042,0.0,0.0,0.0,2.68,-2.68,True,False,Stockout,2.68,Low,Reorder Now,242.79,161.95,2.68,0.0,650.6772,0.0,650.6772
3.0,1.0,3.0,1.0,2.75,3.0,25,6,2,Summer,1,2.1,ST23,SKU01420,0.0,0.0,0.0,2.1,-2.1,True,False,Stockout,2.1,Low,Reorder Now,213.65,128.04,2.1,0.0,448.665,0.0,448.665
1.0,3.0,4.0,1.0,2.25,3.0,26,6,2,Summer,3,2.33,ST03,SKU00994,0.0,55.0,17.0,-14.67,-2.33,True,False,Stockout,14.67,Medium,Reorder Now,602.13,395.46,0.0,0.0,0.0,0.0,0.0
3.0,1.0,1.0,7.0,2.0,3.25,28,7,3,Summer,5,4.38,ST03,SKU04571,0.0,0.0,0.0,4.38,-4.38,True,False,Stockout,4.38,Low,Reorder Now,868.52,532.19,4.38,0.0,3804.1176,0.0,3804.1176
5.0,3.0,3.0,4.0,3.0,3.0,30,7,3,Summer,4,1.87,ST23,SKU04522,0.0,0.0,0.0,1.87,-1.87,True,False,Stockout,1.87,Low,Reorder Now,754.02,546.11,1.87,0.0,1410.0174,0.0,1410.0174
4.0,5.0,1.0,3.0,3.25,3.0,32,8,3,Summer,1,2.91,ST23,SKU03162,0.0,0.0,0.0,2.91,-2.91,True,False,Stockout,2.91,Low,Reorder Now,365.6,279.46,2.91,0.0,1063.8960000000002,0.0,1063.8960000000002
1.0,4.0,3.0,4.0,3.25,2.75,33,8,3,Summer,1,2.05,ST23,SKU01170,0.0,0.0,0.0,2.05,-2.05,True,False,Stockout,2.05,Low,Reorder Now,365.5,226.17,2.05,0.0,749.275,0.0,749.275
1.0,1.0,5.0,1.0,2.75,2.375,36,9,3,Autumn,7,1.86,ST23,SKU03242,0.0,0.0,0.0,1.86,-1.86,True,False,Stockout,1.86,Low,Reorder Now,245.93,177.31,1.86,0.0,457.42980000000006,0.0,457.42980000000006
7.0,1.0,4.0,3.0,3.25,3.125,37,9,3,Autumn,1,2.63,ST11,SKU04321,0.0,96.0,33.0,-30.37,-2.63,True,False,Stockout,30.37,Medium,Reorder Now,961.3,658.32,0.0,0.0,0.0,0.0,0.0
1.0,7.0,1.0,1.0,2.5,2.875,38,9,3,Autumn,3,2.37,ST17,SKU00275,0.0,0.0,0.0,2.37,-2.37,True,False,Stockout,2.37,Low,Reorder Now,188.3,104.09,2.37,0.0,446.2710000000001,0.0,446.2710000000001
3.0,1.0,1.0,3.0,3.0,3.125,39,9,3,Autumn,2,2.29,ST17,SKU01260,0.0,0.0,0.0,2.29,-2.29,True,False,Stockout,2.29,Low,Reorder Now,356.47,270.1,2.29,0.0,816.3163000000001,0.0,816.3163000000001
2.0,3.0,7.0,5.0,3.25,3.0,41,10,4,Autumn,7,2.59,ST03,SKU00378,24.0,91.0,18.0,-39.41,21.41,False,False,No Risk,0.0,Low,Healthy,224.48,147.56,0.0,21.41,0.0,3159.2596,3159.2596
7.0,2.0,1.0,4.0,3.25,3.25,43,10,4,Autumn,1,3.12,ST28,SKU02526,0.0,61.0,18.0,-14.879999999999999,-3.12,True,False,Stockout,14.879999999999999,Medium,Reorder Now,698.11,423.86,0.0,0.0,0.0,0.0,0.0
1.0,7.0,3.0,1.0,3.25,2.875,44,10,4,Autumn,1,2.27,ST28,SKU00845,0.0,30.0,10.0,-7.73,-2.27,True,False,Stockout,7.73,Low,Reorder Now,670.83,490.52,0.0,0.0,0.0,0.0,0.0
1.0,1.0,2.0,1.0,2.75,2.875,45,11,4,Autumn,3,2.1,ST23,SKU02509,0.0,0.0,0.0,2.1,-2.1,True,False,Stockout,2.1,Low,Reorder Now,1348.23,852.51,2.1,0.0,2831.2830000000004,0.0,2831.2830000000004
3.0,1.0,7.0,7.0,3.0,3.125,46,11,4,Autumn,1,2.81,ST23,SKU03581,0.0,0.0,0.0,2.81,-2.81,True,False,Stockout,2.81,Low,Reorder Now,2270.43,1545.83,2.81,0.0,6379.9083,0.0,6379.9083
1.0,3.0,1.0,1.0,1.5,2.375,47,11,4,Autumn,7,3.206666666666666,ST27,SKU01681,0.0,0.0,0.0,3.206666666666666,-3.206666666666666,True,False,Stockout,3.206666666666666,Low,Reorder Now,544.45,370.14,3.206666666666666,0.0,1745.8696666666665,0.0,1745.8696666666665
7.0,1.0,1.0,3.0,3.0,3.125,48,11,4,Autumn,1,2.33,ST27,SKU03274,164.0,84.0,21.0,-182.67,161.67,False,True,Overstock,161.67,High,Markdown/Clear,156.95,113.1,0.0,161.67,0.0,18284.876999999997,18284.876999999997
1.0,7.0,3.0,2.0,3.0,2.875,50,12,4,Winter,3,2.33,ST27,SKU00139,0.0,0.0,0.0,2.33,-2.33,True,False,Stockout,2.33,Low,Reorder Now,790.82,460.7,2.33,0.0,1842.6106000000002,0.0,1842.6106000000002
3.0,1.0,1.0,7.0,3.0,3.0,51,12,4,Winter,1,4.18,ST27,SKU00733,256.0,98.0,27.0,-278.82,251.82,False,True,Overstock,251.82,High,Markdown/Clear,434.34,266.82,0.0,251.82,0.0,67190.6124,67190.6124
1.0,3.0,7.0,1.0,3.0,2.25,52,12,4,Winter,5,2.53,ST27,SKU02640,0.0,0.0,0.0,2.53,-2.53,True,False,Stockout,2.53,Low,Reorder Now,1563.22,888.14,2.53,0.0,3954.9465999999998,0.0,3954.9465999999998
1.0,3.0,1.0,1.0,1.5,1.25,48,11,4,Autumn,1,1.407166666666667,ST30,SKU01535,0.0,0.0,0.0,1.407166666666667,-1.407166666666667,True,False,Stockout,1.407166666666667,Low,Reorder Now,296.6,212.84,1.407166666666667,0.0,417.36563333333345,0.0,417.36563333333345
4.0,1.0,1.0,5.0,1.75,1.875,32,8,3,Summer,1,2.26,ST23,SKU00388,0.0,0.0,0.0,2.26,-2.26,True,False,Stockout,2.26,Low,Reorder Now,63.62,41.2,2.26,0.0,143.78119999999998,0.0,143.78119999999998
1.0,4.0,1.0,1.0,1.75,1.375,35,8,3,Summer,1,2.4707142857142856,ST23,SKU00114,0.0,0.0,0.0,2.4707142857142856,-2.4707142857142856,True,False,Stockout,2.4707142857142856,Low,Reorder Now,169.83,97.29,2.4707142857142856,0.0,419.60140714285717,0.0,419.60140714285717
1.0,1.0,1.0,1.0,1.75,1.375,36,9,3,Autumn,3,2.377166666666666,ST23,SKU01819,0.0,0.0,0.0,2.377166666666666,-2.377166666666666,True,False,Stockout,2.377166666666666,Low,Reorder Now,1045.44,658.24,2.377166666666666,0.0,2485.1851199999996,0.0,2485.1851199999996
